item_id	kind	donor_path	line	symbol
api:engine-rs/crates/protocol/protocol-render/src/lib.rs:909:SpriteDepthPolicy	api	engine-rs/crates/protocol/protocol-render/src/lib.rs	909	enum:SpriteDepthPolicy
api:engine-rs/crates/protocol/protocol-render/src/lib.rs:920:label	api	engine-rs/crates/protocol/protocol-render/src/lib.rs	920	fn:label
api:engine-rs/crates/protocol/protocol-render/src/lib.rs:934:SpriteShading	api	engine-rs/crates/protocol/protocol-render/src/lib.rs	934	enum:SpriteShading
api:engine-rs/crates/protocol/protocol-render/src/lib.rs:947:label	api	engine-rs/crates/protocol/protocol-render/src/lib.rs	947	fn:label
api:engine-rs/crates/protocol/protocol-render/src/lib.rs:959:is_implemented	api	engine-rs/crates/protocol/protocol-render/src/lib.rs	959	fn:is_implemented
api:engine-rs/crates/protocol/protocol-render/src/lib.rs:970:SpriteAttachment	api	engine-rs/crates/protocol/protocol-render/src/lib.rs	970	struct:SpriteAttachment
api:engine-rs/crates/protocol/protocol-render/src/lib.rs:981:SpriteInstanceDescriptor	api	engine-rs/crates/protocol/protocol-render/src/lib.rs	981	struct:SpriteInstanceDescriptor
api:engine-rs/crates/protocol/protocol-render/src/lib.rs:1005:SpriteError	api	engine-rs/crates/protocol/protocol-render/src/lib.rs	1005	enum:SpriteError
api:engine-rs/crates/protocol/protocol-render/src/lib.rs:1018:validate	api	engine-rs/crates/protocol/protocol-render/src/lib.rs	1018	fn:validate
api:engine-rs/crates/protocol/protocol-render/src/lib.rs:1038:TextureFilter	api	engine-rs/crates/protocol/protocol-render/src/lib.rs	1038	enum:TextureFilter
api:engine-rs/crates/protocol/protocol-render/src/lib.rs:1047:label	api	engine-rs/crates/protocol/protocol-render/src/lib.rs	1047	fn:label
api:engine-rs/crates/protocol/protocol-render/src/lib.rs:1057:TextureWrap	api	engine-rs/crates/protocol/protocol-render/src/lib.rs	1057	enum:TextureWrap
api:engine-rs/crates/protocol/protocol-render/src/lib.rs:1066:label	api	engine-rs/crates/protocol/protocol-render/src/lib.rs	1066	fn:label
api:engine-rs/crates/protocol/protocol-render/src/lib.rs:1079:TextureDescriptor	api	engine-rs/crates/protocol/protocol-render/src/lib.rs	1079	struct:TextureDescriptor
api:engine-rs/crates/protocol/protocol-render/src/lib.rs:1094:TextureError	api	engine-rs/crates/protocol/protocol-render/src/lib.rs	1094	enum:TextureError
api:engine-rs/crates/protocol/protocol-render/src/lib.rs:1101:validate	api	engine-rs/crates/protocol/protocol-render/src/lib.rs	1101	fn:validate
api:engine-rs/crates/protocol/protocol-render/src/lib.rs:1119:SpriteFrameRect	api	engine-rs/crates/protocol/protocol-render/src/lib.rs	1119	struct:SpriteFrameRect
api:engine-rs/crates/protocol/protocol-render/src/lib.rs:1131:SpriteAtlasDescriptor	api	engine-rs/crates/protocol/protocol-render/src/lib.rs	1131	struct:SpriteAtlasDescriptor
api:engine-rs/crates/protocol/protocol-render/src/lib.rs:1142:SpriteAtlasError	api	engine-rs/crates/protocol/protocol-render/src/lib.rs	1142	enum:SpriteAtlasError
api:engine-rs/crates/protocol/protocol-render/src/lib.rs:1154:validate	api	engine-rs/crates/protocol/protocol-render/src/lib.rs	1154	fn:validate
api:engine-rs/crates/protocol/protocol-render/src/lib.rs:1188:frame_rect	api	engine-rs/crates/protocol/protocol-render/src/lib.rs	1188	fn:frame_rect
api:engine-rs/crates/protocol/protocol-render/src/lib.rs:1198:RenderFrameDiff	api	engine-rs/crates/protocol/protocol-render/src/lib.rs	1198	struct:RenderFrameDiff
api:engine-rs/crates/protocol/protocol-render/src/lib.rs:1209:ModelMaterialPreviewRequest	api	engine-rs/crates/protocol/protocol-render/src/lib.rs	1209	struct:ModelMaterialPreviewRequest
api:engine-rs/crates/protocol/protocol-render/src/lib.rs:1218:ModelMaterialPreviewSnapshot	api	engine-rs/crates/protocol/protocol-render/src/lib.rs	1218	struct:ModelMaterialPreviewSnapshot
api:engine-rs/crates/protocol/protocol-render/src/lib.rs:1228:new	api	engine-rs/crates/protocol/protocol-render/src/lib.rs	1228	fn:new
api:engine-rs/crates/protocol/protocol-render/src/lib.rs:1232:push	api	engine-rs/crates/protocol/protocol-render/src/lib.rs	1232	fn:push
